id,brand,model,price_pkr,price_usd,ram_gb,storage_gb,processor,display,camera,battery,os,market_status,rating,num_reviews,popularity_score,release_year,rag_content
2957,Infinix,Infinix Note 40 Pro+ 5G Ultra,44000,157.99,8,256,Dimensity 8050,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 12, XOS 10.6",Coming Soon,4.4,619,77.6,2023,"Mobile Model: Infinix Note 40 Pro+ 5G Ultra
Brand: Infinix
Official Price: Rs. 44,000
Status: Coming Soon
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Dimensity 8050
Operating System: Android 12, XOS 10.6
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2958,Google,Google Pixel 8 Pro Neo,232000,833.03,16,512,Google Tensor (1st Gen),"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,Android 11,Available,4.0,577,65.1,2023,"Mobile Model: Google Pixel 8 Pro Neo
Brand: Google
Official Price: Rs. 232,000
Status: Available
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Google Tensor (1st Gen)
Operating System: Android 11
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2959,Huawei,Huawei Nova 11i Lite,385999,1385.99,8,128,Snapdragon 778G 4G,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5400 mAh (non-removable) with 120W FlashCharge,EMUI 13 / HarmonyOS 4.0,Available,4.4,1379,54.3,2024,"Mobile Model: Huawei Nova 11i Lite
Brand: Huawei
Official Price: Rs. 385,999
Status: Available
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Snapdragon 778G 4G
Operating System: EMUI 13 / HarmonyOS 4.0
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2960,Xiaomi,Xiaomi Redmi Note 12 Plus,232999,836.62,6,128,Helio G85,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 12, MIUI 13",Discontinued,4.6,65,50.1,2023,"Mobile Model: Xiaomi Redmi Note 12 Plus
Brand: Xiaomi
Official Price: Rs. 232,999
Status: Discontinued
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Helio G85
Operating System: Android 12, MIUI 13
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2961,Vivo,Vivo T3 Pro Max,187999,675.04,4,128,Snapdragon 680,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 14, Funtouch 14",Available,3.6,539,72.3,2022,"Mobile Model: Vivo T3 Pro Max
Brand: Vivo
Official Price: Rs. 187,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 14, Funtouch 14
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
2962,Samsung,Samsung Galaxy A Neo,298999,1073.61,12,256,Exynos 1380,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 11, One UI 3.1",Available,4.0,622,91.4,2022,"Mobile Model: Samsung Galaxy A Neo
Brand: Samsung
Official Price: Rs. 298,999
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Exynos 1380
Operating System: Android 11, One UI 3.1
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2963,Infinix,Infinix Zero 30 4G Prime,94000,337.52,6,64,Helio G99 Ultimate,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 14, XOS 14",Discontinued,4.7,204,78.3,2021,"Mobile Model: Infinix Zero 30 4G Prime
Brand: Infinix
Official Price: Rs. 94,000
Status: Discontinued
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Helio G99 Ultimate
Operating System: Android 14, XOS 14
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2964,Xiaomi,Xiaomi POCO X6 Prime,382999,1375.22,4,128,Dimensity 9200+,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 13, MIUI 14",Available,4.0,69,99.5,2024,"Mobile Model: Xiaomi POCO X6 Prime
Brand: Xiaomi
Official Price: Rs. 382,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Dimensity 9200+
Operating System: Android 13, MIUI 14
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2965,Vivo,Vivo iQOO 12 v2,118000,423.7,8,512,Snapdragon 6 Gen 1,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 14, Funtouch 14",Upcoming,4.3,1146,64.2,2026,"Mobile Model: Vivo iQOO 12 v2
Brand: Vivo
Official Price: Rs. 118,000
Status: Upcoming
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 6 Gen 1
Operating System: Android 14, Funtouch 14
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2966,Xiaomi,Xiaomi Xiaomi 13T Lite,348000,1249.55,6,128,Dimensity 9200+,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 13, MIUI 14",Coming Soon,4.3,140,63.9,2022,"Mobile Model: Xiaomi Xiaomi 13T Lite
Brand: Xiaomi
Official Price: Rs. 348,000
Status: Coming Soon
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Dimensity 9200+
Operating System: Android 13, MIUI 14
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2967,Tecno,Tecno Phantom V Fold 2 Prime,64000,229.8,4,128,Dimensity 9000+,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 13, HIOS 13",Available,3.7,717,57.9,2026,"Mobile Model: Tecno Phantom V Fold 2 Prime
Brand: Tecno
Official Price: Rs. 64,000
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Dimensity 9000+
Operating System: Android 13, HIOS 13
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2968,Google,Google Pixel 7 Pro+,126000,452.42,16,1024,Snapdragon 855,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,Android 11,Available,3.9,863,58.1,2025,"Mobile Model: Google Pixel 7 Pro+
Brand: Google
Official Price: Rs. 126,000
Status: Available
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Snapdragon 855
Operating System: Android 11
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2969,Samsung,Samsung Galaxy M,84999,305.2,12,256,Snapdragon 888,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 14, One UI 6.1",Available,3.9,1361,64.1,2024,"Mobile Model: Samsung Galaxy M
Brand: Samsung
Official Price: Rs. 84,999
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Snapdragon 888
Operating System: Android 14, One UI 6.1
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2970,Xiaomi,Xiaomi Redmi Note 13 Pro Prime,89999,323.16,8,128,Helio G85,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 13, MIUI 14",Upcoming,3.4,19,89.2,2024,"Mobile Model: Xiaomi Redmi Note 13 Pro Prime
Brand: Xiaomi
Official Price: Rs. 89,999
Status: Upcoming
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Helio G85
Operating System: Android 13, MIUI 14
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2971,Realme,Realme C67 5G,125999,452.42,16,1024,Snapdragon 685,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 13, Realme UI 4.0",Available,3.4,40,94.8,2025,"Mobile Model: Realme C67 5G
Brand: Realme
Official Price: Rs. 125,999
Status: Available
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Snapdragon 685
Operating System: Android 13, Realme UI 4.0
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2972,Samsung,Samsung Galaxy F SE,403999,1450.62,16,512,Snapdragon 888,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 14, One UI 6.1",Available,4.6,1147,98.3,2022,"Mobile Model: Samsung Galaxy F SE
Brand: Samsung
Official Price: Rs. 403,999
Status: Available
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Snapdragon 888
Operating System: Android 14, One UI 6.1
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2973,Samsung,Samsung Galaxy S Pro+,460999,1655.29,4,128,Exynos 850,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, One UI 6.1",Available,3.8,958,61.5,2024,"Mobile Model: Samsung Galaxy S Pro+
Brand: Samsung
Official Price: Rs. 460,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Exynos 850
Operating System: Android 14, One UI 6.1
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2974,Realme,Realme C51 SE,121999,438.06,8,256,Snapdragon 7s Gen 2,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 12, Realme UI 3.0",Available,4.2,142,93.6,2024,"Mobile Model: Realme C51 SE
Brand: Realme
Official Price: Rs. 121,999
Status: Available
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Snapdragon 7s Gen 2
Operating System: Android 12, Realme UI 3.0
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2975,Apple,Apple iPhone 15 Pro Plus,504999,1813.28,3,32,Apple A11 Bionic,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 18W Fast Charging,iOS 17,Available,3.8,199,66.2,2024,"Mobile Model: Apple iPhone 15 Pro Plus
Brand: Apple
Official Price: Rs. 504,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Apple A11 Bionic
Operating System: iOS 17
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2976,Infinix,Infinix Hot 40 Pro Neo,109000,391.38,12,512,Dimensity 7020,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, XOS 14",Available,4.8,720,55.6,2025,"Mobile Model: Infinix Hot 40 Pro Neo
Brand: Infinix
Official Price: Rs. 109,000
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 14, XOS 14
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2977,Samsung,Samsung Galaxy F Ultra,509999,1831.24,8,512,Snapdragon 8 Gen 2,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5000 mAh (non-removable) with 45W Fast Charging,Android 10,Available,3.8,1399,93.1,2021,"Mobile Model: Samsung Galaxy F Ultra
Brand: Samsung
Official Price: Rs. 509,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 8 Gen 2
Operating System: Android 10
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2978,Oppo,Oppo Reno 10 v2,328000,1177.74,12,512,Dimensity 9300,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 12, ColorOS 12",Available,4.0,1239,81.5,2024,"Mobile Model: Oppo Reno 10 v2
Brand: Oppo
Official Price: Rs. 328,000
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 9300
Operating System: Android 12, ColorOS 12
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2979,Vivo,Vivo T2x Max,237999,854.57,16,1024,Helio G85,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 13, Funtouch 13",Coming Soon,4.7,223,58.2,2024,"Mobile Model: Vivo T2x Max
Brand: Vivo
Official Price: Rs. 237,999
Status: Coming Soon
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Helio G85
Operating System: Android 13, Funtouch 13
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2980,Xiaomi,Xiaomi Redmi 12 Lite,48000,172.35,8,256,Helio G85,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 13, MIUI 14",Discontinued,4.7,287,71.3,2023,"Mobile Model: Xiaomi Redmi 12 Lite
Brand: Xiaomi
Official Price: Rs. 48,000
Status: Discontinued
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Helio G85
Operating System: Android 13, MIUI 14
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2981,Samsung,Samsung Galaxy Grand v2,489999,1759.42,12,512,Snapdragon 888,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,Android 10,Coming Soon,3.7,1108,64.2,2023,"Mobile Model: Samsung Galaxy Grand v2
Brand: Samsung
Official Price: Rs. 489,999
Status: Coming Soon
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Snapdragon 888
Operating System: Android 10
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2982,Oppo,Oppo Reno 8T 2024,267999,962.29,6,128,Snapdragon 680,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 12, ColorOS 12",Available,4.6,254,86.5,2024,"Mobile Model: Oppo Reno 8T 2024
Brand: Oppo
Official Price: Rs. 267,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 12, ColorOS 12
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2983,Xiaomi,Xiaomi Redmi Note 13 Pro+ Lite,28999,104.13,16,1024,MediaTek Helio G99-Ultra,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 13, MIUI 14",Available,4.1,1137,72.4,2025,"Mobile Model: Xiaomi Redmi Note 13 Pro+ Lite
Brand: Xiaomi
Official Price: Rs. 28,999
Status: Available
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: MediaTek Helio G99-Ultra
Operating System: Android 13, MIUI 14
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2984,Samsung,Samsung Galaxy Z Flip Neo,183999,660.68,6,64,Snapdragon 8 Gen 3,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,Android 10,Available,4.1,998,99.0,2024,"Mobile Model: Samsung Galaxy Z Flip Neo
Brand: Samsung
Official Price: Rs. 183,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 10
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2985,Vivo,Vivo iQOO Z9 Pro+,99999,359.06,4,128,Snapdragon 680,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 13, Funtouch 13",Available,3.6,696,52.7,2025,"Mobile Model: Vivo iQOO Z9 Pro+
Brand: Vivo
Official Price: Rs. 99,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 13, Funtouch 13
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2986,Google,Google Pixel 6 Pro Plus,129999,466.78,4,128,Snapdragon 765G,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,4500 mAh (non-removable) with 25W Fast Charging,Android 14,Available,3.5,182,67.6,2024,"Mobile Model: Google Pixel 6 Pro Plus
Brand: Google
Official Price: Rs. 129,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Snapdragon 765G
Operating System: Android 14
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2987,Oppo,Oppo A18,185999,667.86,16,512,Dimensity 9300,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 13, ColorOS 13.1",Coming Soon,4.5,664,73.9,2022,"Mobile Model: Oppo A18
Brand: Oppo
Official Price: Rs. 185,999
Status: Coming Soon
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Dimensity 9300
Operating System: Android 13, ColorOS 13.1
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2988,Vivo,Vivo V27 Pro+,143999,517.05,12,256,Snapdragon 680,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 14, Funtouch 14",Upcoming,4.1,199,74.9,2021,"Mobile Model: Vivo V27 Pro+
Brand: Vivo
Official Price: Rs. 143,999
Status: Upcoming
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 14, Funtouch 14
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
